scientist,scientistLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q102289,Ρίτσαρντ Μπάκμινστερ Φούλερ,"μηχανικός, αρχιτέκτονας, σχεδιασμός",Μίλτον,1895-07-12T00:00:00Z,1983-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q103835,Πέτερ Ντεμπύ,"θεωρητική χημεία, Ακτίνες Χ, φυσικοχημεία, φυσική",Μάαστριχτ,1884-03-24T00:00:00Z,1966-11-02T00:00:00Z,
http://www.wikidata.org/entity/Q104104,Q104104,"Φυσική στερεάς κατάστασης, νανοτεχνολογία",Σότσι,1958-10-21T00:00:00Z,,
http://www.wikidata.org/entity/Q104450,Q104450,αστρονομία,Πούλκοβο,1844-04-16T00:00:00Z,1894-12-02T00:00:00Z,
http://www.wikidata.org/entity/Q104592,Q104592,"ανοσολογία, φυσιολογία",Σικάγο,1957-12-29T00:00:00Z,,
http://www.wikidata.org/entity/Q104668,Βιτάλι Γκίνζμπουργκ,"θεωρητική φυσική, φυσική",Μόσχα,1916-10-04T00:00:00Z,2009-11-08T00:00:00Z,
http://www.wikidata.org/entity/Q105572,Q105572,"οργανική χημεία, χημεία",Φραγκφούρτη,1968-01-11T00:00:00Z,,
http://www.wikidata.org/entity/Q105583,Q105583,"τραπεζικός κλάδος, πνευματική ιδιοκτησία, Θεωρία παιγνίων, οικονομικά",Βρέμη,1965-08-10T00:00:00Z,,
http://www.wikidata.org/entity/Q106399,Q106399,βιοχημεία,Γιόνκερς,1891-07-05T00:00:00Z,1987-05-27T00:00:00Z,
http://www.wikidata.org/entity/Q106746,Ρίτσαρντ Σμάλεϊ,οργανική χημεία,Άκρον,1943-06-06T00:00:00Z,2005-10-28T00:00:00Z,
http://www.wikidata.org/entity/Q107420,Q107420,"Ηλεκτρασθενής αλληλεπίδραση, θεωρητική φυσική, σωματιδιακή φυσική",Νέα Υόρκη,1932-12-05T00:00:00Z,,
http://www.wikidata.org/entity/Q108110,Q108110,"Κοινωνική ιστορία, Ψηφιακές Ανθρωπιστικές Επιστήμες, Αρχαία Ιστορία, ιστορία",Αλτέτινγκ,1970-08-08T00:00:00Z,,
http://www.wikidata.org/entity/Q109307,Q109307,"Εφαρμοσμένη μηχανική, μηχανοκίνητο όχημα, μηχανή εσωτερικής καύσης",Τστσιάνκα,1908-06-03T00:00:00Z,1985-03-26T00:00:00Z,
http://www.wikidata.org/entity/Q109388,Q109388,πολιτική επιστήμη,Ντόρτμουντ,1954-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q109588,Σερζ Αρός,"κβαντική φυσική, έρευνα, ατομική φυσική, πειραματική φυσική, κβαντική μηχανική",Καζαμπλάνκα,1944-09-11T00:00:00Z,,
http://www.wikidata.org/entity/Q110106,Τζούλιους Άξελροντ,"νευροεπιστήμη, φαρμακολογία, βιοχημεία",Νέα Υόρκη,1912-05-30T00:00:00Z,2004-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q110715,Q110715,"μέσα ενημέρωσης, εκπαίδευση",Βρέμη,1959-12-20T00:00:00Z,,
http://www.wikidata.org/entity/Q110856,Q110856,"Καρδιολογία, βιοχημεία, βιολογία",Ράβενσμπουργκ,1967-07-18T00:00:00Z,,
http://www.wikidata.org/entity/Q113168,Q113168,"Λογισμός των μεταβολών, Διαφορικός λογισμός, Μαθηματική ανάλυση, άλγεβρα, μαθηματικά",Μπράουνσβαϊγκ,1799-11-07T00:00:00Z,1873-12-02T00:00:00Z,
http://www.wikidata.org/entity/Q114181,Q114181,"Διεθνές Δίκαιο, διεθνείς σχέσεις, δίκαιο",Βιέννη,1942-12-14T00:00:00Z,2022-08-07T00:00:00Z,
http://www.wikidata.org/entity/Q115650,Q115650,"Μιγαδική ανάλυση, μαθηματικά",Αγία Πετρούπολη,1887-06-10T00:00:00Z,1974-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q117217,Q117217,"ιστορία της τεχνολογίας, Ολοκληρωμένο κύκλωμα, Ημιαγωγός",Ζυρίχη,1934-01-01T00:00:00Z,2012-08-08T00:00:00Z,
http://www.wikidata.org/entity/Q122014,Q122014,οπτική,Βρέμη,1935-02-14T00:00:00Z,,
http://www.wikidata.org/entity/Q124082,Q124082,"Αρχαία ελληνική λογοτεχνία, λεξικογραφία, κλασική φιλολογία",Q93250,1862-06-18T00:00:00Z,1936-10-29T00:00:00Z,
http://www.wikidata.org/entity/Q124502,Q124502,"παιδιατρική, ιατρική",Q69085,1919-12-23T00:00:00Z,2001-06-03T00:00:00Z,
http://www.wikidata.org/entity/Q150630,Καμίλλο Γκόλτζι,"ελονοσία, ιατρική, παθολογοανατομία, Ιστολογία, ανατομία, επιστήμη",Κόρτενο Γκόλτζι,1843-07-07T00:00:00Z,1926-01-21T00:00:00Z,
http://www.wikidata.org/entity/Q153238,Λέο Σίλαρντ,"Αλυσιδωτή αντίδραση, Ατομική βόμβα, Πυρηνικός αντιδραστήρας, ατομική φυσική, μοριακή βιολογία, φυσική",Βουδαπέστη,1898-02-11T00:00:00Z,1964-05-30T00:00:00Z,
http://www.wikidata.org/entity/Q157245,Q157245,"Μικροοικονομία, οικονομικά",Μοντκλέρ,1943-11-07T00:00:00Z,,
http://www.wikidata.org/entity/Q157250,Χάρρυ Κρότο,"φουλερένιο, χημεία",Ουίσμπετς,1939-10-07T00:00:00Z,2016-04-30T00:00:00Z,
http://www.wikidata.org/entity/Q159905,Ίππαρχος ο Ρόδιος,αστρονομία,Νίκαια Βιθυνίας,-0189-01-01T00:00:00Z,-0119-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q160196,Μάρτιν Χάινριχ Κλάπροτ,"φαρμακευτική, Διοξειδιο του τιτανιου, χημικό στοιχείο, χημική ένωση, αναλυτική χημεία, χημεία, ουράνιο, χρώμιο, τιτάνιο",Βερνιγκερόντε,1743-12-01T00:00:00Z,1817-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q164374,Q164374,"γεωδαισία, μηχανική, μαθηματικά, αστρονομία",Σαιν-Μαλό,1698-07-17T00:00:00Z,1759-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q164384,Τέοντορ φον Κάρμαν,"αεροδιαστημική μηχανική, μηχανική των ρευστών, θερμοδυναμική, Αεροδυναμική",Βουδαπέστη,1881-05-11T00:00:00Z,1963-05-07T00:00:00Z,
http://www.wikidata.org/entity/Q168963,Q168963,"οικοδομικό υλικό, Μηχανική Περιβάλλοντος, μηχανολογία",Πράγα,1937-12-10T00:00:00Z,,
http://www.wikidata.org/entity/Q178287,Q178287,"Καθολική θεολογία, τσέμπαλο, οπτική, ήχος, φιλοσοφία, χρώμα, φυσική, μαθηματικά",Μονπελιέ,1688-11-15T00:00:00Z,1757-01-11T00:00:00Z,
http://www.wikidata.org/entity/Q178287,Q178287,"Καθολική θεολογία, τσέμπαλο, οπτική, ήχος, φιλοσοφία, χρώμα, φυσική, μαθηματικά",Μονπελιέ,1688-01-01T00:00:00Z,1757-01-11T00:00:00Z,
http://www.wikidata.org/entity/Q178287,Q178287,"Καθολική θεολογία, τσέμπαλο, οπτική, ήχος, φιλοσοφία, χρώμα, φυσική, μαθηματικά",Μονπελιέ,1688-11-15T00:00:00Z,1757-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q178287,Q178287,"Καθολική θεολογία, τσέμπαλο, οπτική, ήχος, φιλοσοφία, χρώμα, φυσική, μαθηματικά",Μονπελιέ,1688-01-01T00:00:00Z,1757-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q178287,Q178287,"Καθολική θεολογία, τσέμπαλο, οπτική, ήχος, φιλοσοφία, χρώμα, φυσική, μαθηματικά",Μονπελιέ,1688-11-15T00:00:00Z,1757-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q178287,Q178287,"Καθολική θεολογία, τσέμπαλο, οπτική, ήχος, φιλοσοφία, χρώμα, φυσική, μαθηματικά",Μονπελιέ,1688-01-01T00:00:00Z,1757-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q182522,Q182522,ηλεκτρολογία μηχανική,Φιλαδέλφεια,1936-05-22T00:00:00Z,2014-04-22T00:00:00Z,
http://www.wikidata.org/entity/Q182522,Q182522,ηλεκτρολογία μηχανική,Φιλαδέλφεια,1936-05-22T00:00:00Z,2014-04-21T00:00:00Z,
http://www.wikidata.org/entity/Q182964,Νιλς Φίνσεν,φωτοθεραπεία,Τόρσχαβν,1860-12-15T00:00:00Z,1904-09-24T00:00:00Z,
http://www.wikidata.org/entity/Q183189,Q183189,"Κλιματική αλλαγή, Εποχή των Παγετώνων, κλίμα, γεωλογία",Σκωτία,1821-01-02T00:00:00Z,1890-12-15T00:00:00Z,
http://www.wikidata.org/entity/Q188729,Q188729,ιστορία,Q20609416,1921-11-10T00:00:00Z,1982-09-07T00:00:00Z,
http://www.wikidata.org/entity/Q192688,Q192688,"ανοσολογία, Εφαρμοσμένα μαθηματικά, Ημιαγωγός, βιοφυσική, φυσική, Φυσική στερεάς κατάστασης, υπεραγωγιμότητα",Μπέργκεν,1929-04-05T00:00:00Z,,
http://www.wikidata.org/entity/Q203243,Q203243,φυσική,Νέα Υόρκη,1940-05-20T00:00:00Z,,
http://www.wikidata.org/entity/Q205981,Αλεξάντερ Φρίντμαν,"Καθαρά μαθηματικά, δυναμική μετεωρολογία, γεωφυσική, Αεροδυναμική, θεωρητική φυσική, φυσική, μαθηματικά, κοσμολογία",Αγία Πετρούπολη,1888-06-16T00:00:00Z,1925-09-16T00:00:00Z,
http://www.wikidata.org/entity/Q210898,Τζέιμς Λάβλοκ,"οικολογισμός, Θεωρία της Γαίας, Μελλοντολογία, Φυσικό περιβάλλον, επιστήμες γης και περιβάλλοντος",Q19801,1919-07-26T00:00:00Z,2022-07-26T00:00:00Z,
http://www.wikidata.org/entity/Q211097,Q211097,"Μακροοικονομία, οικονομικά",Q3357643,1943-12-01T00:00:00Z,,
http://www.wikidata.org/entity/Q216080,Q216080,"εξελικτική βιολογία, Μοριακή εξέλιξη, μοριακή βιολογία",Βιέννη,1922-07-04T00:00:00Z,2013-11-09T00:00:00Z,
http://www.wikidata.org/entity/Q222122,Q222122,Μακροοικονομία,Ηνωμένες Πολιτείες Αμερικής,1958-07-13T00:00:00Z,,
http://www.wikidata.org/entity/Q237220,Q237220,"αρχαιολογία, πολιτική",Χονολουλού,1875-11-19T00:00:00Z,1956-06-06T00:00:00Z,
http://www.wikidata.org/entity/Q239419,Q239419,κοινωνιολογία,Χάγη,1947-01-05T00:00:00Z,,
http://www.wikidata.org/entity/Q249115,Q249115,"Θεωρία αναπαραστάσεων, αλγεβρική γεωμετρία, θεωρία αριθμών, μαθηματικά",Q656185,1950-06-22T00:00:00Z,,
http://www.wikidata.org/entity/Q251738,Q251738,"πολυμαθής, έρευνα, φιλολογία",Σίμπενικ,1551-01-11T00:00:00Z,1617-01-27T00:00:00Z,
http://www.wikidata.org/entity/Q252315,Q252315,"γεωβοτανική, Ταξινόμηση φυτών, φυτογεωγραφία, χλωρίδα, Αγγειόσπερμα, βοτανική, βιολογία",Τβερ,1908-10-30T00:00:00Z,1987-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q252315,Q252315,"γεωβοτανική, Ταξινόμηση φυτών, φυτογεωγραφία, χλωρίδα, Αγγειόσπερμα, βοτανική, βιολογία",Τβερ,1908-01-01T00:00:00Z,1987-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q252315,Q252315,"γεωβοτανική, Ταξινόμηση φυτών, φυτογεωγραφία, χλωρίδα, Αγγειόσπερμα, βοτανική, βιολογία",Τβερ,1908-10-30T00:00:00Z,1987-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q252315,Q252315,"γεωβοτανική, Ταξινόμηση φυτών, φυτογεωγραφία, χλωρίδα, Αγγειόσπερμα, βοτανική, βιολογία",Τβερ,1908-01-01T00:00:00Z,1987-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q258817,Q258817,"γεωγραφία, βιολογία",Ιρκούτσκ,1844-02-19T00:00:00Z,1873-09-03T00:00:00Z,
http://www.wikidata.org/entity/Q272492,Q272492,"εκπαίδευση, λογοτεχνία, οικολογία, θαλάσσια βιολογία, ζωολογία",Q79864,1952-01-11T00:00:00Z,,
http://www.wikidata.org/entity/Q272492,Q272492,"εκπαίδευση, λογοτεχνία, οικολογία, θαλάσσια βιολογία, ζωολογία",Σκότσντεϊλ,1952-01-11T00:00:00Z,,
http://www.wikidata.org/entity/Q275040,Q275040,"προσωπική ανάπτυξη, Ψυχοθεραπεία, ιατρός",Τρουά,1857-02-26T00:00:00Z,1926-07-02T00:00:00Z,
http://www.wikidata.org/entity/Q282048,Q282048,ηλεκτρολογία μηχανική,Τσέσις,1947-08-24T00:00:00Z,,
http://www.wikidata.org/entity/Q284098,Q284098,"εκπαίδευση, φυσική",Τύμπινγκεν,1923-03-25T00:00:00Z,2018-09-29T00:00:00Z,
http://www.wikidata.org/entity/Q286348,Q286348,μεταλλουργία,Τεχεράνη,1951-12-09T00:00:00Z,,
http://www.wikidata.org/entity/Q290008,Q290008,"ιατρική, μετάφραση",Q1115527,1770-08-05T00:00:00Z,1847-07-03T00:00:00Z,
http://www.wikidata.org/entity/Q294169,Q294169,"αλχημεία, ιατρική, φυσική επιστήμη, φιλοσοφία, χημεία, φυσιολογία",Βρυξέλλες,1580-01-01T00:00:00Z,1644-12-30T00:00:00Z,
http://www.wikidata.org/entity/Q294169,Q294169,"αλχημεία, ιατρική, φυσική επιστήμη, φιλοσοφία, χημεία, φυσιολογία",Βρυξέλλες,1579-01-01T00:00:00Z,1644-12-30T00:00:00Z,
http://www.wikidata.org/entity/Q294169,Q294169,"αλχημεία, ιατρική, φυσική επιστήμη, φιλοσοφία, χημεία, φυσιολογία",Βρυξέλλες,1578-01-01T00:00:00Z,1644-12-30T00:00:00Z,
http://www.wikidata.org/entity/Q294169,Q294169,"αλχημεία, ιατρική, φυσική επιστήμη, φιλοσοφία, χημεία, φυσιολογία",Βρυξέλλες,1577-01-01T00:00:00Z,1644-12-30T00:00:00Z,
http://www.wikidata.org/entity/Q297527,Q297527,Ψηφιακές Ανθρωπιστικές Επιστήμες,Q1921307,1963-05-17T00:00:00Z,,
http://www.wikidata.org/entity/Q298341,Ρέι Κέρζουελ,"Μελλοντολογία, Αναγνώριση ομιλίας, Οπτική Αναγνώριση Χαρακτήρων, προγραμματισμός, Σύνθεση ομιλίας",Κουίνς,1948-02-12T00:00:00Z,,
http://www.wikidata.org/entity/Q306914,Q306914,ύπνωση,Q858424,1756-05-30T00:00:00Z,1819-09-20T00:00:00Z,
http://www.wikidata.org/entity/Q310773,Q310773,"πυρηνική φυσική, μεταλλουργία, φυσική",Μποπάλ,1936-04-01T00:00:00Z,2021-10-10T00:00:00Z,
http://www.wikidata.org/entity/Q311005,Αλαίν Μπαντιού,"θεωρία συνόλων, οντολογία, μαρξισμός",Ραμπάτ,1937-01-17T00:00:00Z,,
http://www.wikidata.org/entity/Q313210,Βλαντιμίρ Σουχόφ,"κατασκευή, επιστήμη πολιτικού μηχανικού, αγωγός πετρελαίου, βιομηχανία πετρελαίου",Q134651,1853-08-28T00:00:00Z,1939-02-02T00:00:00Z,
http://www.wikidata.org/entity/Q314172,Q314172,"Φιλοσοφία της επιστήμης, γνωσιολογία",2ο δημοτικό διαμέρισμα του Παρισιού,1861-06-10T00:00:00Z,1916-09-14T00:00:00Z,
http://www.wikidata.org/entity/Q315266,Νικολάι Πιρόγκοφ,ιατρική,Μόσχα,1810-11-25T00:00:00Z,1881-12-05T00:00:00Z,
http://www.wikidata.org/entity/Q316310,Q316310,βιοχημεία,Q2648980,1922-08-08T00:00:00Z,2011-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q317953,Λόρενς Σάμερς,οικονομικά,Νιου Χέιβεν,1954-11-30T00:00:00Z,,
http://www.wikidata.org/entity/Q318037,Βιτσέντζο Βιβιάνι,"φυσική, μαθηματικά",Φλωρεντία,1622-04-05T00:00:00Z,1703-09-22T00:00:00Z,
